# time(us)	tip(nm)	Fts(nN)	Xb(nm)
1.630437173592529507e+04	2.959078928003789883e+02	-3.798300425829277732e-06	-2.351083419507680738e-01
1.630439347505572005e+04	2.969284926294214983e+02	-3.772253171891278912e-06	-2.350633993775092800e-01
1.630441521418614684e+04	2.979445387090715371e+02	-3.746587105709573020e-06	-2.350186439098297664e-01
1.630443695331657364e+04	2.989559443278429285e+02	-3.721297270122774779e-06	-2.349740741533569433e-01
1.630445869244700043e+04	2.999626237400818809e+02	-3.696378769889281519e-06	-2.349296887294492764e-01
1.630448043157742541e+04	3.009644927517356905e+02	-3.671826757472694902e-06	-2.348854862749495120e-01
1.630450217070785220e+04	3.019614692955287296e+02	-3.647636419860291234e-06	-2.348414654419430092e-01
1.630452390983827900e+04	3.029534739884987857e+02	-3.623802966516697612e-06	-2.347976248975202074e-01
1.630454564896870579e+04	3.039404306650516219e+02	-3.600321618560905146e-06	-2.347539633235447010e-01
1.630456738809913077e+04	3.049222668789821000e+02	-3.577187599239831282e-06	-2.347104794164234232e-01
1.630458912722955756e+04	3.058989143682839540e+02	-3.554396125756303473e-06	-2.346671718868842682e-01
1.630461086635998436e+04	3.068703094770138478e+02	-3.531942402493875992e-06	-2.346240394597545464e-01
1.630463260549041115e+04	3.078363935289925735e+02	-3.509821615665011920e-06	-2.345810808737461561e-01
1.630465434462083795e+04	3.087971131487076946e+02	-3.488028929393573554e-06	-2.345382948812430868e-01
1.630467608375126292e+04	3.097524205254157437e+02	-3.466559483227112473e-06	-2.344956802480939184e-01
1.630469782288168972e+04	3.107022736171329598e+02	-3.445408391059241192e-06	-2.344532357534077349e-01
1.630471956201211651e+04	3.116466362919221638e+02	-3.424570741427888706e-06	-2.344109601893534789e-01
1.630474130114254331e+04	3.125854784046478585e+02	-3.404041599141232749e-06	-2.343688523609641083e-01
1.630476304027296828e+04	3.135187758081503375e+02	-3.383816008169836617e-06	-2.343269110859426130e-01
1.630478477940339508e+04	3.144465102985795966e+02	-3.363888995731378740e-06	-2.342851351944736371e-01
1.630480651853382187e+04	3.153686694954297423e+02	-3.344255577482899842e-06	-2.342435235290367679e-01
1.630482825766424867e+04	3.162852466576018742e+02	-3.324910763725363759e-06	-2.342020749442247918e-01
1.630484999679467364e+04	3.171962404375980782e+02	-3.305849566516301084e-06	-2.341607883065636442e-01
1.630487173592510044e+04	3.181016545766986496e+02	-3.287067007578331340e-06	-2.341196624943375493e-01
1.630489347505552723e+04	3.190014975446832750e+02	-3.268558126885099738e-06	-2.340786963974152701e-01
1.630491521418595403e+04	3.198957821283320300e+02	-3.250317991800807152e-06	-2.340378889170814658e-01
1.630493695331637900e+04	3.207845249735573248e+02	-3.232341706645826033e-06	-2.339972389658698249e-01
1.630495869244680580e+04	3.216677460865776652e+02	-3.214624422558518671e-06	-2.339567454673997515e-01
1.630498043157723259e+04	3.225454683000371006e+02	-3.197161347522415338e-06	-2.339164073562158275e-01
1.630500217070765939e+04	3.234177167103973716e+02	-3.179947756428349064e-06	-2.338762235776303267e-01
1.630502390983808436e+04	3.242845180932710605e+02	-3.162979001043011479e-06	-2.338361930875686168e-01
1.630504564896851116e+04	3.251459003036299009e+02	-3.146250519758592572e-06	-2.337963148524170587e-01
