Series 1: 
0.000279519720007919, 3018286.74059398
0.000439978737474046, 3419280.80468096
0.000717357863732504, 3944365.69405077
0.00101667258426832, 4310876.91461699
0.00159616229114459, 4535922.19907887
0.00259907953434087, 5042789.64424632
0.00368353515098926, 5511366.62998551
0.00556508352266804, 5192760.24110989
0.00665733641167048, 6234933.20897214
0.00939854875672727, 6099704.66514038
0.0137882820885077, 6664181.48468109
0.0216614198221707, 7142748.59075667
0.0329170735891705, 7946419.7932479
0.0419227731434669, 7927174.31282834
0.0596844273644627, 9859091.11877178
0.100342372208185, 10176944.2432703
0.174853149754633, 10896439.6228847
0.240014732048586, 12826194.0912603
0.365438816000983, 15082025.5241675
0.4842773718823, 17434308.634468
0.578577235898351, 20174422.6644667
0.793679121962938, 23312869.4378888
0.950682334907078, 29044667.9128532
1.1749675596138, 32983275.6062271
1.36224338869991, 43448084.4239699
1.86990330104192, 51142720.283139
2.15954882445275, 60304431.3716925
2.40625219467364, 68553229.9957401
3.08844473990311, 85348859.3433166
3.57145650449707, 104423987.448215
4.4226064420471, 125338174.502154
5.89501923585212, 171078563.540014
7.29520213414676, 201585881.796732
9.35135126358423, 241875991.551433
12.4727474466454, 336297444.60304
16.4754582239601, 354466953.520293
22.6299069039533, 425018190.633038
27.9687604501711, 482652862.872145
39.7155832811463, 557543889.482937
56.3960479468445, 644055412.517262
98.4646278737925, 728863462.371082
160.852159214669, 888677753.025324
253.18975680585, 1006742911.99664
411.477580743101, 1058932096.91396
669.155496318109, 1134582860.09404
1087.49456628714, 1193399221.23635
1890.13528286717, 1186803103.41672
2965.56875609053, 1225914191.59845
3917.26877821066, 1292147995.01713
5537.39262091797, 1311675508.91278
7314.43342261662, 1382542832.58176
10723.8128642386, 1482852754.34537
19972.0775785504, 1473635471.59208
34802.6521090015, 1577819388.46353
77038.3403858616, 1565298307.00859

