9.999999999999999547e-08	1.905115000000000000e+07
3.162277660168379191e-07	1.905115000000000000e+07
9.999999999999999547e-07	1.905115000000000000e+07
3.162277660168379191e-06	1.905115000000000000e+07
1.000000000000000082e-05	2.365887000000000000e+07
3.162277660168379530e-05	2.365887000000000000e+07
1.000000000000000048e-04	3.322875000000000000e+07
3.162277660168379394e-04	3.588705000000000000e+07
1.000000000000000021e-03	5.582430000000000000e+07
3.162277660168379394e-03	5.582430000000000000e+07
1.000000000000000021e-02	9.339494000000000000e+07
3.162277660168379134e-02	1.027876000000000000e+08
1.000000000000000056e-01	1.027876000000000000e+08
3.162277660168379412e-01	1.464723300000000000e+08
1.000000000000000000e+00	4.971021000000000000e+07
3.162277660168379523e+00	4.971021000000000000e+07
1.000000000000000000e+01	1.763339000000000000e+07
3.162277660168379256e+01	1.054459000000000000e+07
1.000000000000000000e+02	4.873550000000000000e+06
3.162277660168379612e+02	2.481080000000000000e+06
1.000000000000000000e+03	7.088800000000000000e+05
3.162277660168379498e+03	1.772200000000000000e+05
1.000000000000000000e+04	2.658300000000000000e+05
1.000000000000000000e+05	2.658300000000000000e+05
